,product,value,customer
206,"['31618321', '36298381', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 283.57762730470984, 142.63741178984728, 98.74240426637577, 33.91712771021427, 13.078840080548325]",396547
207,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",404938
208,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",613496
209,"['31618321', '31618475', '32988382', '35609273', '34129942', '35609252', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 85.28509666770042, 52.49113365886005, 34.788990684693694, 33.91712771021427]",457589
210,"['32988382', '31618475']","[132.63339987139267, 89.84182140016723]",619489
211,"['31618321', '36298381', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 283.57762730470984, 142.63741178984728, 98.74240426637577, 33.91712771021427, 13.078840080548325]",574017
212,"['32078970', '36298381', '32078795', '32842551']","[528.9564844490574, 283.57762730470984, 117.72593926855643, 83.09635618345413]",62353
213,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",390593
214,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",81184
215,"['32078970', '32078795', '32842551']","[528.9564844490574, 117.72593926855643, 83.09635618345413]",166080
216,"['36298381', '35609273', '35609252', '32078970']","[283.57762730470984, 85.28509666770042, 34.788990684693694, 19.940030652670576]",387595
217,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 33.91712771021427, 13.078840080548325]",587354
218,"['32078970', '32078795', '32842551', '32078935']","[528.9564844490574, 117.72593926855643, 83.09635618345413, 46.630957100973724]",428454
219,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",209137
220,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",101970
221,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",56936
222,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 33.91712771021427, 13.078840080548325]",191921
223,"['32078970', '32078795', '32842551']","[528.9564844490574, 117.72593926855643, 83.09635618345413]",21125
224,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",519884
225,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",682512
226,"['32078795', '32842551', '35609273', '32078970', '35609252', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 85.28509666770042, 62.622532437596284, 34.788990684693694, 11.309078758771438, 1.8983611955475592]",82480
227,"['32988382', '31618475', '31047450', '31047464', '34129942']","[142.63741178984728, 98.74240426637577, 50.04485816878652, 40.49780994595678, 13.078840080548325]",704503
228,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",353815
229,['36298381'],[283.57762730470984],530877
230,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",147457
231,"['36298381', '35609273', '35609252', '32078970']","[283.57762730470984, 85.28509666770042, 34.788990684693694, 19.940030652670576]",476117
232,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",620855
233,"['36298381', '35609273', '35609252']","[283.57762730470984, 85.28509666770042, 34.788990684693694]",471314
234,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",598840
235,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 19.940030652670576, 11.309078758771438, 1.8983611955475592]",643011
236,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 33.91712771021427, 13.078840080548325]",100571
237,['32078795'],[40.017786856513304],68467
238,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",625991
239,"['31618321', '32988382', '31618475', '35609273', '35609252', '31618405', '34129942']","[410.0400223199819, 142.63741178984728, 98.74240426637577, 85.28509666770042, 34.788990684693694, 33.91712771021427, 13.078840080548325]",6955
240,"['31618321', '31618475', '32988382', '35609273', '34129942', '35609252', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 85.28509666770042, 52.49113365886005, 34.788990684693694, 33.91712771021427]",648852
241,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",607448
242,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",432094
243,"['32078970', '32078795', '32842551', '31047450', '31047464']","[528.9564844490574, 117.72593926855643, 83.09635618345413, 50.04485816878652, 40.49780994595678]",719026
244,['36298381'],[283.57762730470984],262409
245,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 33.91712771021427, 13.078840080548325]",658882
246,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",831357
247,['32078970'],[19.940030652670576],43165
248,"['31618321', '36298381', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 283.57762730470984, 142.63741178984728, 98.74240426637577, 33.91712771021427, 13.078840080548325]",313146
249,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",452600
250,"['31618321', '32988382', '31618475', '34129942', '31047450', '31047464', '31618405']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 52.49113365886005, 50.04485816878652, 40.49780994595678, 33.91712771021427]",84570
251,['36298381'],[283.57762730470984],89117
252,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",418330
253,"['36298381', '32988382', '31618475']","[283.57762730470984, 132.63339987139267, 89.84182140016723]",32605
254,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",502654
255,"['32078970', '32842551', '31047450', '32078935', '31047464', '32078795']","[179.82504180651014, 179.63390130187565, 50.04485816878652, 46.630957100973724, 40.49780994595678, 40.017786856513304]",701409
256,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",410033
257,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",744622
258,"['32078795', '32078970', '32842551', '31047450', '32078935', '31047464']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 50.04485816878652, 46.630957100973724, 40.49780994595678]",107023
259,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",547851
260,"['36298381', '32078795', '32078970', '32842551', '32078935']","[283.57762730470984, 215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",97321
261,"['32988382', '31618475', '34129942']","[142.63741178984728, 98.74240426637577, 13.078840080548325]",70821
262,"['32078970', '32078795', '32842551']","[528.9564844490574, 117.72593926855643, 83.09635618345413]",272873
263,"['35609273', '31047450', '31047464', '35609252']","[85.28509666770042, 50.04485816878652, 40.49780994595678, 34.788990684693694]",777737
264,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",823755
265,"['31618321', '32988382', '31618475', '34129942', '31618405']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 52.49113365886005, 33.91712771021427]",811259
266,"['32078970', '32078795', '32842551']","[528.9564844490574, 117.72593926855643, 83.09635618345413]",480972
267,"['32988382', '31618475', '34129942']","[132.63339987139267, 89.84182140016723, 13.078840080548325]",591487
268,"['32078970', '32078795', '32842551']","[528.9564844490574, 117.72593926855643, 83.09635618345413]",733001
269,"['32988382', '31618475']","[132.63339987139267, 89.84182140016723]",289786
270,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",497511
271,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",624561
272,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",412439
273,"['32078970', '32078795', '32842551', '32078935']","[528.9564844490574, 117.72593926855643, 83.09635618345413, 46.630957100973724]",600415
274,"['32078970', '32078795', '32842551', '32079082', '32078935']","[528.9564844490574, 117.72593926855643, 83.09635618345413, 11.309078758771438, 1.8983611955475592]",678893
275,"['32988382', '31618475', '34129942']","[132.63339987139267, 89.84182140016723, 13.078840080548325]",755985
276,"['32078970', '32078795', '35609273', '32842551', '35609252']","[528.9564844490574, 117.72593926855643, 85.28509666770042, 83.09635618345413, 34.788990684693694]",422469
277,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",708099
278,"['36298381', '31047450', '31047464']","[283.57762730470984, 50.04485816878652, 40.49780994595678]",416959
279,"['36298381', '32078970']","[283.57762730470984, 19.940030652670576]",779861
280,"['32842551', '32078970', '32078795', '32079082', '32078935']","[182.36516456806467, 62.622532437596284, 40.017786856513304, 11.309078758771438, 1.8983611955475592]",209512
281,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",129464
282,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",540183
283,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",442324
284,"['32988382', '31618475']","[132.63339987139267, 89.84182140016723]",387381
285,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",41063
286,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",93405
287,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",244531
288,"['32988382', '31618475', '34129942']","[142.63741178984728, 98.74240426637577, 13.078840080548325]",652023
289,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",781921
290,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",683923
291,"['32078795', '32842551', '35609273', '32078970', '35609252', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 85.28509666770042, 62.622532437596284, 34.788990684693694, 11.309078758771438, 1.8983611955475592]",282345
292,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",34753
293,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",6629
294,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",642497
295,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",510307
296,"['32988382', '31618475', '34129942']","[142.63741178984728, 98.74240426637577, 13.078840080548325]",191979
297,"['32078970', '32842551', '32078935', '32078795']","[179.82504180651014, 179.63390130187565, 46.630957100973724, 40.017786856513304]",233541
298,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",823739
299,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",388768
300,"['32078795', '32842551', '32078970', '31047450', '31047464', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 50.04485816878652, 40.49780994595678, 11.309078758771438, 1.8983611955475592]",275891
301,['32078795'],[40.017786856513304],237827
302,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",156303
303,"['31618321', '31618475', '32988382', '35609273', '34129942', '35609252', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 85.28509666770042, 52.49113365886005, 34.788990684693694, 33.91712771021427]",116992
304,['32078795'],[40.017786856513304],609417
305,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",627358
306,['32078795'],[40.017786856513304],536804
307,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",30444
308,"['32078970', '32078795', '32842551', '32079082', '32078935']","[528.9564844490574, 117.72593926855643, 83.09635618345413, 11.309078758771438, 1.8983611955475592]",789819
309,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",445173
310,"['32988382', '31618475']","[132.63339987139267, 89.84182140016723]",518815
311,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",236950
312,"['32078970', '32078795', '32842551', '31047450', '31047464']","[528.9564844490574, 117.72593926855643, 83.09635618345413, 50.04485816878652, 40.49780994595678]",771245
313,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",594954
314,"['32842551', '32078970', '32078795', '32079082', '32078935']","[182.36516456806467, 62.622532437596284, 40.017786856513304, 11.309078758771438, 1.8983611955475592]",399259
315,"['32078970', '32078795', '32842551']","[528.9564844490574, 117.72593926855643, 83.09635618345413]",591752
316,"['31618321', '36298381', '31618475', '32988382', '35609273', '34129942', '35609252', '31618405']","[410.0400223199819, 283.57762730470984, 222.9675327068517, 209.9403676644521, 85.28509666770042, 52.49113365886005, 34.788990684693694, 33.91712771021427]",206459
317,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",436398
318,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",716985
319,"['32988382', '31618475', '35609273', '35609252', '34129942']","[132.63339987139267, 89.84182140016723, 85.28509666770042, 34.788990684693694, 13.078840080548325]",380625
320,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",13976
321,"['32988382', '31618475', '31047450', '31047464', '34129942']","[132.63339987139267, 89.84182140016723, 50.04485816878652, 40.49780994595678, 13.078840080548325]",278054
322,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 33.91712771021427, 13.078840080548325]",383135
323,['32078795'],[40.017786856513304],551716
324,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",638284
325,"['35609273', '31047450', '31047464', '35609252']","[85.28509666770042, 50.04485816878652, 40.49780994595678, 34.788990684693694]",532999
326,"['31618321', '31618475', '32078795', '32988382', '32078970', '32842551', '34129942', '32078935', '31618405']","[410.0400223199819, 222.9675327068517, 215.5980103587207, 209.9403676644521, 179.82504180651014, 179.63390130187565, 52.49113365886005, 46.630957100973724, 33.91712771021427]",251051
327,"['32078970', '32078795', '32842551']","[528.9564844490574, 117.72593926855643, 83.09635618345413]",374525
328,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 142.63741178984728, 98.74240426637577, 33.91712771021427, 13.078840080548325]",32210
329,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",268205
330,"['31618321', '32988382', '31618475', '34129942', '31618405']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 52.49113365886005, 33.91712771021427]",365898
331,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",89214
332,"['32078970', '32988382', '32078795', '31618475', '32842551']","[528.9564844490574, 132.63339987139267, 117.72593926855643, 89.84182140016723, 83.09635618345413]",102738
333,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",37323
334,"['32988382', '31618475', '31047450', '31047464', '34129942']","[142.63741178984728, 98.74240426637577, 50.04485816878652, 40.49780994595678, 13.078840080548325]",302259
335,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 33.91712771021427, 13.078840080548325]",649001
336,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",841828
337,"['31618321', '31618475', '32988382', '35609273', '34129942', '35609252', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 85.28509666770042, 52.49113365886005, 34.788990684693694, 33.91712771021427]",287463
338,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",640295
339,"['32078795', '32842551', '32078970']","[117.72593926855643, 83.09635618345413, 19.940030652670576]",606378
340,"['32078970', '32842551', '32078795']","[528.9564844490574, 83.09635618345413, 40.017786856513304]",726084
341,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",160168
342,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",664596
343,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",473138
344,"['32988382', '31618475', '34129942']","[142.63741178984728, 98.74240426637577, 13.078840080548325]",181409
345,['32078970'],[19.940030652670576],630973
346,"['31618321', '32988382', '31618475', '35609273', '35609252', '31618405', '34129942']","[410.0400223199819, 142.63741178984728, 98.74240426637577, 85.28509666770042, 34.788990684693694, 33.91712771021427, 13.078840080548325]",439275
347,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",247454
348,"['32078970', '32078795', '32842551']","[528.9564844490574, 117.72593926855643, 83.09635618345413]",518666
349,"['32988382', '31618475', '35609273', '35609252']","[132.63339987139267, 89.84182140016723, 85.28509666770042, 34.788990684693694]",589206
350,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",742828
351,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",397717
352,['36298381'],[283.57762730470984],711234
353,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 33.91712771021427, 13.078840080548325]",1140
354,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",320495
355,"['32988382', '31618475', '32078795', '34129942']","[142.63741178984728, 98.74240426637577, 40.017786856513304, 13.078840080548325]",646428
356,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 33.91712771021427, 13.078840080548325]",438791
357,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",595735
358,"['32988382', '31618475']","[132.63339987139267, 89.84182140016723]",101327
359,"['32842551', '32078970', '32078795', '32079082', '32078935']","[182.36516456806467, 62.622532437596284, 40.017786856513304, 11.309078758771438, 1.8983611955475592]",721860
360,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",35569
361,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",279901
362,"['32988382', '31618475']","[132.63339987139267, 89.84182140016723]",260209
363,"['31618321', '32988382', '31618475', '35609273', '35609252', '31618405', '34129942']","[410.0400223199819, 142.63741178984728, 98.74240426637577, 85.28509666770042, 34.788990684693694, 33.91712771021427, 13.078840080548325]",642339
364,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",410877
365,"['36298381', '32988382', '31618475', '34129942']","[283.57762730470984, 142.63741178984728, 98.74240426637577, 13.078840080548325]",595158
366,"['32988382', '31618475', '31047450', '31047464', '34129942']","[142.63741178984728, 98.74240426637577, 50.04485816878652, 40.49780994595678, 13.078840080548325]",498360
367,['32078795'],[40.017786856513304],836621
368,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",321307
369,"['31618321', '31618475', '32078795', '32988382', '32078970', '32842551', '34129942', '32078935', '31618405']","[410.0400223199819, 222.9675327068517, 215.5980103587207, 209.9403676644521, 179.82504180651014, 179.63390130187565, 52.49113365886005, 46.630957100973724, 33.91712771021427]",229394
370,['32078795'],[40.017786856513304],333882
371,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",659082
372,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",409184
373,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",221346
374,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 33.91712771021427, 13.078840080548325]",646339
375,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",25828
376,['36298381'],[283.57762730470984],439038
377,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 33.91712771021427, 13.078840080548325]",351733
378,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",248835
379,"['32988382', '31618475', '35609273', '35609252', '34129942']","[132.63339987139267, 89.84182140016723, 85.28509666770042, 34.788990684693694, 13.078840080548325]",255345
380,['36298381'],[283.57762730470984],186903
381,"['32078795', '32078970']","[40.017786856513304, 19.940030652670576]",448046
382,"['32078970', '32078795', '35609273', '32842551', '35609252']","[528.9564844490574, 117.72593926855643, 85.28509666770042, 83.09635618345413, 34.788990684693694]",210638
383,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",412332
384,"['32078970', '32078795', '32842551']","[528.9564844490574, 117.72593926855643, 83.09635618345413]",260830
385,['36298381'],[283.57762730470984],37524
386,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",579030
387,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",343654
388,"['32078970', '32078795', '35609273', '32842551', '35609252']","[528.9564844490574, 117.72593926855643, 85.28509666770042, 83.09635618345413, 34.788990684693694]",446611
389,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",617254
390,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",579804
391,"['31618321', '32988382', '31618475', '31618405', '34129942']","[410.0400223199819, 132.63339987139267, 89.84182140016723, 33.91712771021427, 13.078840080548325]",328476
392,['36298381'],[283.57762730470984],190702
393,"['31618321', '31618475', '32988382', '34129942', '31618405']","[410.0400223199819, 222.9675327068517, 209.9403676644521, 52.49113365886005, 33.91712771021427]",425511
394,['36298381'],[283.57762730470984],480612
395,"['32078795', '32842551', '32078970', '31047450', '31047464', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 50.04485816878652, 40.49780994595678, 11.309078758771438, 1.8983611955475592]",270123
396,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",528215
397,"['36298381', '35609273', '35609252']","[283.57762730470984, 85.28509666770042, 34.788990684693694]",388419
398,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",340750
399,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",506849
400,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",453040
401,"['32842551', '32078970', '32078795', '32079082', '32078935']","[182.36516456806467, 62.622532437596284, 40.017786856513304, 11.309078758771438, 1.8983611955475592]",591066
402,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",520626
403,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",374651
404,"['32078970', '32078795', '32842551']","[528.9564844490574, 117.72593926855643, 83.09635618345413]",6263
405,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",487989
406,"['32988382', '31618475']","[132.63339987139267, 89.84182140016723]",320898
407,"['32842551', '32078970', '32078795', '32079082', '32078935']","[182.36516456806467, 62.622532437596284, 40.017786856513304, 11.309078758771438, 1.8983611955475592]",674349
408,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",421203
409,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",573694
410,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",204425
411,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",173604
412,"['32078795', '32842551', '32078970', '32079082', '32078935']","[203.95420668571163, 182.36516456806467, 62.622532437596284, 11.309078758771438, 1.8983611955475592]",213262
413,"['32078970', '36298381', '32078795', '32842551']","[528.9564844490574, 283.57762730470984, 117.72593926855643, 83.09635618345413]",287266
414,"['32078795', '32078970', '32842551', '32078935']","[215.5980103587207, 179.82504180651014, 179.63390130187565, 46.630957100973724]",371594
415,"['32842551', '35609273', '32078970', '32078795', '35609252', '32079082', '32078935']","[182.36516456806467, 85.28509666770042, 62.622532437596284, 40.017786856513304, 34.788990684693694, 11.309078758771438, 1.8983611955475592]",283354
416,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",267182
417,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",16565
418,"['31047450', '31047464']","[50.04485816878652, 40.49780994595678]",680876
419,"['35609273', '35609252']","[85.28509666770042, 34.788990684693694]",481330
420,"['36298381', '32842551', '32078970', '32078795', '32079082', '32078935']","[283.57762730470984, 182.36516456806467, 62.622532437596284, 40.017786856513304, 11.309078758771438, 1.8983611955475592]",161431
